Iteration	Q Value	Difference	G Value
354	-124.91147890650109	0.0002491172802336905	-1.0
355	-124.91123419442489	0.0002447120761956967	-1.0
356	-124.91098508208295	0.0002491123419474661	-1.0
357	-124.9107406280876	0.0002444539953501135	-1.0
358	-124.91049152068132	0.000249107406276039	-1.0
359	-124.91024683118168	0.0002446894996381843	-1.0
360	-124.90999772871336	0.00024910246831666427	-1.0
361	-124.90975255779824	0.0002451709151216619	-1.0
362	-124.90950346027266	0.00024909752558244236	-1.0
363	-124.90925830198393	0.00024515828873461487	-1.0
364	-124.9090092094009	0.0002490925830187507	-1.0
365	-124.90876406368119	0.00024514571971678834	-1.0
366	-124.90851497604055	0.00024908764063980016	-1.0
367	-124.9082695962466	0.00024537979395233833	-1.0
368	-124.90802051355064	0.00024908269595869115	-1.0
369	-124.90777510483404	0.00024540871659439745	-1.0
370	-124.907526027083	0.00024907775105020846	-1.0
371	-124.9072806317206	0.0002453953623984262	-1.0
372	-124.90703500057269	0.000245631147905101	-1.0
373	-124.90678913388321	0.0002458666894824546	-1.0
374	-124.90654322860226	0.0002459052809484774	-1.0
375	-124.90629416316997	0.00024906543228553346	-1.0
376	-124.90604802562265	0.0002461375473217231	-1.0
377	-124.9057989651424	0.00024906048025741256	-1.0
378	-124.90555284217244	0.00024612296995485394	-1.0
379	-124.90530673106277	0.0002461111096749846	-1.0
380	-124.90506038496657	0.0002463460961905639	-1.0
381	-124.90481133436272	0.00024905060385549405	-1.0
382	-124.90456500257432	0.0002463317884036087	-1.0
383	-124.9043159569243	0.0002490456500225946	-1.0
384	-124.90406988577156	0.0002460711527305648	-1.0
385	-124.9038208450727	0.00024904069886133584	-1.0
386	-124.9035747879018	0.0002460571708979842	-1.0
387	-124.90332575215392	0.0002490357478848182	-1.0
388	-124.90307970895513	0.0002460431987856282	-1.0
389	-124.90283067815804	0.00024903079709304166	-1.0
390	-124.90258460120123	0.0002460769568131127	-1.0
391	-124.90231728203935	0.00026731916187827665	-1.0
392	-124.90206825886652	0.0002490231728273784	-1.0
393	-124.90180094897188	0.00026730989463885635	-1.0
394	-124.9015519309624	0.0002490180094838479	-1.0
395	-124.90130660421494	0.0002453267474606946	-1.0
396	-124.90106128931022	0.00024531490471702	-1.0
397	-124.90081227869733	0.00024901061289028803	-1.0
398	-124.90056697807744	0.000245300619894806	-1.0
399	-124.90032144272548	0.00024553535195082077	-1.0
400	-124.90007243951106	0.00024900321442089535	-1.0
401	-124.89982687020701	0.0002455693040559481	-1.0
402	-124.8995778719383	0.00024899826870239394	-1.0
403	-124.89933207141492	0.00024580052338762926	-1.0
404	-124.89908307809421	0.0002489933207101558	-1.0
405	-124.89883729313017	0.0002457849640364884	-1.0
406	-124.89858830475724	0.00024898837293108045	-1.0
407	-124.89834253533968	0.00024576941756038195	-1.0
408	-124.89809355191433	0.0002489834253509571	-1.0
409	-124.89784779827458	0.0002457536397457716	-1.0
410	-124.8975988197966	0.0002489784779839965	-1.0
411	-124.89735327873038	0.0002455410662207669	-1.0
412	-124.89710775098241	0.0002455277479640472	-1.0
413	-124.89684260266286	0.0002651483195563742	-1.0
414	-124.89659363423684	0.00024896842602117886	-1.0
415	-124.89634858400458	0.00024505023225174227	-1.0
416	-124.89609962051874	0.0002489634858449108	-1.0
417	-124.8958547793001	0.0002448412186453197	-1.0
418	-124.89560970494186	0.0002450743582329551	-1.0
419	-124.89534197031202	0.00026773462984408525	-1.0
420	-124.89509301689232	0.0002489534196996601	-1.0
421	-124.89484822656676	0.0002447903255529127	-1.0
422	-124.89460320324332	0.0002450233234441157	-1.0
423	-124.89435425721129	0.000248946032030517	-1.0
424	-124.89410949632818	0.0002447608831062098	-1.0
425	-124.89386055523322	0.00024894109496642614	-1.0
426	-124.89361161662767	0.0002489386055515297	-1.0
427	-124.89336687362828	0.0002447429993850392	-1.0
428	-124.89311793995954	0.0002489336687432342	-1.0
429	-124.89287340661012	0.0002445333494165425	-1.0
430	-124.8926286400072	0.00024476660291838925	-1.0
431	-124.8923797137208	0.0002489262864031616	-1.0
432	-124.89213078992367	0.0002489237971303737	-1.0
433	-124.89188604186107	0.00024474806259888737	-1.0
434	-124.89164130718741	0.00024473467365737633	-1.0
435	-124.89139239077434	0.0002489164130707877	-1.0
436	-124.89114767168178	0.0002447190925636278	-1.0
437	-124.89089876020506	0.00024891147671723957	-1.0
438	-124.89065400376896	0.0002447564361034438	-1.0
439	-124.89040509722892	0.00024890654003684176	-1.0
440	-124.89016011071939	0.0002449865095286441	-1.0
441	-124.88991120911828	0.0002489016011111289	-1.0
442	-124.88964310010674	0.00026810901154306066	-1.0
443	-124.88939420367574	0.00024889643100323156	-1.0
444	-124.88914975079378	0.00024445288195806825	-1.0
445	-124.88890085929627	0.0002488914975060652	-1.0
446	-124.88865666870467	0.000244190591601523	-1.0
447	-124.88840778213799	0.00024888656668053954	-1.0
448	-124.88816360712687	0.0002441750111188412	-1.0
449	-124.8879147254908	0.0002488816360681767	-1.0
450	-124.88767056604864	0.0002441594421611626	-1.0
451	-124.88742168934299	0.00024887670565476583	-1.0
452	-124.88717754545826	0.00024414388472848714	-1.0
453	-124.8869286736828	0.0002488717754545178	-1.0
454	-124.88668454534398	0.00024412833882081486	-1.0
455	-124.88643567849853	0.0002488668454532217	-1.0
456	-124.88619131951499	0.0002443589835365856	-1.0
457	-124.8859424576018	0.0002488619131923997	-1.0
458	-124.88569811487982	0.0002443427219844807	-1.0
459	-124.88544925789867	0.00024885698114474053	-1.0
460	-124.88520040340609	0.00024885449258249537	-1.0
461	-124.88495632578714	0.00024407761894451596	-1.0
462	-124.88470747622388	0.0002488495632633203	-1.0
463	-124.88446341458915	0.0002440616347314517	-1.0
464	-124.884214569955	0.0002488446341430972	-1.0
465	-124.88397052429175	0.00024404566325131327	-1.0
466	-124.88372168458652	0.00024883970523603693	-1.0
467	-124.88347740872919	0.0002442758573266701	-1.0
468	-124.88322857395511	0.0002488347740836616	-1.0
469	-124.88298431453832	0.0002442594167888501	-1.0
470	-124.88273548469517	0.0002488298431444491	-1.0
471	-124.88249099532052	0.0002444893746513799	-1.0
472	-124.88224217041056	0.00024882490995992157	-1.0
473	-124.88199334798885	0.0002488224217103152	-1.0
474	-124.88174912434545	0.0002442236434063716	-1.0
475	-124.8815003068542	0.0002488174912400609	-1.0
476	-124.88125609961004	0.0002442072441652954	-1.0
477	-124.88099461441023	0.00026148519981461504	-1.0
478	-124.88073288348232	0.00026173092790315877	-1.0
479	-124.88048896727133	0.0002439162109908466	-1.0
480	-124.88024016238165	0.0002488048896793771	-1.0
481	-124.87999626250871	0.00024389987294171078	-1.0
482	-124.87974746254609	0.0002487999626197279	-1.0
483	-124.87950382535792	0.00024363718817710378	-1.0
484	-124.87925503031965	0.00024879503826014115	-1.0
485	-124.87901165547463	0.00024337484502723328	-1.0
486	-124.87873622909945	0.0002754263751825192	-1.0
487	-124.87848744173715	0.00024878736229538845	-1.0
488	-124.87824460414777	0.00024283758938281608	-1.0
489	-124.87800177881941	0.00024282532835684378	-1.0
490	-124.87775299880163	0.0002487800177846111	-1.0
491	-124.87750422127164	0.0002487775299897521	-1.0
492	-124.87726165939853	0.00024256187310811583	-1.0
493	-124.87701288678193	0.0002487726166009452	-1.0
494	-124.87677058542661	0.0002423013553141118	-1.0
495	-124.87652804921221	0.00024253621440095685	-1.0
496	-124.87627928393172	0.000248765280488783	-1.0
497	-124.87603676211027	0.00024252182144834933	-1.0
498	-124.87579400558042	0.00024275652985750185	-1.0
499	-124.87554524764036	0.00024875794005652097	-1.0
500	-124.8753025055615	0.0002427420788535528	-1.0
501	-124.87505952892639	0.00024297663512129475	-1.0
502	-124.8748107783311	0.00024875059528994825	-1.0
503	-124.87456757030354	0.00024320802755539717	-1.0
504	-124.87431882462784	0.00024874567570520867	-1.0
505	-124.87407587807968	0.0002429465481554871	-1.0
506	-124.8738271373209	0.0002487407587778989	-1.0
507	-124.87358420543188	0.00024293188901935991	-1.0
508	-124.87333546958983	0.00024873584204954113	-1.0
509	-124.87308673623514	0.0002487333546952186	-1.0
510	-124.87284406772814	0.0002426685069991663	-1.0
511	-124.87259533928746	0.0002487284406811341	-1.0
512	-124.87235268516744	0.00024265412001511777	-1.0
513	-124.87210396164059	0.00024872352685179067	-1.0
514	-124.87185524060098	0.000248721039611155	-1.0
515	-124.87161284982251	0.0002423907784674384	-1.0
516	-124.87137022468627	0.00024262513623796167	-1.0
517	-124.87112151098403	0.0002487137022484376	-1.0
518	-124.87087865464927	0.00024285633475074064	-1.0
519	-124.87062994586273	0.00024870878654326134	-1.0
520	-124.87038710485344	0.00024284100929605756	-1.0
521	-124.87013840098238	0.0002487038710512479	-1.0
522	-124.86988969959837	0.0002487013840095642	-1.0
523	-124.86964712260375	0.0002425769946228229	-1.0
524	-124.86939842613252	0.00024869647123182403	-1.0
525	-124.86915561816342	0.00024280796910147728	-1.0
526	-124.86890692660724	0.0002486915561803471	-1.0
527	-124.86865823753797	0.0002486890692665611	-1.0
528	-124.86841569403417	0.0002425435038020396	-1.0
529	-124.86816700987723	0.00024868415694356827	-1.0
530	-124.8679244816416	0.00024252823563131187	-1.0
531	-124.86767580239677	0.0002486792448195274	-1.0
532	-124.86743328941715	0.00024251297962507579	-1.0
533	-124.86718461508426	0.0002486743328944385	-1.0
534	-124.86694162510115	0.0002429899831071225	-1.0
535	-124.8666929556849	0.00024866941625134587	-1.0
536	-124.86644973568569	0.0002432199992057349	-1.0
537	-124.86620107118833	0.00024866449736293816	-1.0
